transaction_id,obligor_id,facility_id,transaction_type,amount,currency,transaction_date,value_date,status,reference_number,description,created_by,approved_by
TXN-000158,OBL-00011,FAC-0004,Rollover,40868966.07,USD,2022-10-18,2022-10-18,Pending,REF-50320729,Repayment processed under FAC-0004,J. Thompson,L. Johnson
TXN-000159,OBL-00438,FAC-0014,Syndication,5250475.18,USD,2023-06-02,2023-06-05,Pending,REF-69595320,Drawdown processed under FAC-0014,M. Chen,M. Chen
TXN-000160,OBL-00195,FAC-0053,Amendment,24124523.64,USD,2021-01-12,2021-01-15,Completed,REF-82685498,Waiver processed under FAC-0053,J. Thompson,P. Wilson
TXN-000161,OBL-00387,FAC-0076,Rollover,333933669.25,USD,2021-11-19,2021-11-21,Completed,REF-13670202,Waiver processed under FAC-0076,P. Wilson,K. Brown
TXN-000162,OBL-00444,FAC-0019,Participation,461292476.78,USD,2022-05-25,2022-05-25,Pending,REF-48576654,Participation processed under FAC-0019,D. Lee,K. Brown
TXN-000163,OBL-00294,FAC-0062,Syndication,66109447.94,USD,2024-01-12,2024-01-14,Pending,REF-41974274,Interest Payment processed under FAC-0062,J. Thompson,L. Johnson
TXN-000164,OBL-00410,FAC-0048,Fee Payment,15735743.04,USD,2023-10-29,2023-10-31,Failed,REF-49704948,Waiver processed under FAC-0048,P. Wilson,K. Brown
TXN-000165,OBL-00020,FAC-0054,Amendment,62706476.8,USD,2023-06-14,2023-06-16,Cancelled,REF-91604268,Drawdown processed under FAC-0054,A. Rodriguez,L. Johnson
TXN-000166,OBL-00292,FAC-0100,Interest Payment,235960296.77,USD,2023-09-15,2023-09-17,Pending,REF-72105800,Drawdown processed under FAC-0100,D. Lee,J. Thompson
TXN-000167,OBL-00239,FAC-0018,Participation,5879739.27,USD,2020-03-16,2020-03-18,Completed,REF-64842825,Drawdown processed under FAC-0018,P. Wilson,A. Rodriguez
TXN-000168,OBL-00142,FAC-0011,Assignment,374187388.64,USD,2023-06-03,2023-06-05,Completed,REF-44629107,Amendment processed under FAC-0011,L. Johnson,D. Lee
TXN-000169,OBL-00066,FAC-0049,Rollover,5084574.17,USD,2021-04-10,2021-04-11,Cancelled,REF-16654471,Fee Payment processed under FAC-0049,A. Rodriguez,J. Thompson
TXN-000170,OBL-00095,FAC-0005,Drawdown,212138702.95,USD,2023-11-02,2023-11-05,Failed,REF-40595256,Drawdown processed under FAC-0005,L. Johnson,L. Johnson
TXN-000171,OBL-00009,FAC-0088,Drawdown,462909352.26,USD,2023-10-21,2023-10-23,Failed,REF-41500479,Waiver processed under FAC-0088,A. Rodriguez,A. Rodriguez
TXN-000172,OBL-00260,FAC-0064,Fee Payment,167064171.54,USD,2022-06-27,2022-06-27,Completed,REF-53726665,Rollover processed under FAC-0064,R. Williams,K. Brown
TXN-000173,OBL-00037,FAC-0089,Interest Payment,15473706.98,USD,2023-08-07,2023-08-10,Completed,REF-53827529,Rollover processed under FAC-0089,R. Williams,R. Williams
TXN-000174,OBL-00500,FAC-0037,Amendment,75955798.88,USD,2022-04-15,2022-04-17,Failed,REF-14181876,Interest Payment processed under FAC-0037,R. Williams,J. Thompson
TXN-000175,OBL-00149,FAC-0030,Fee Payment,13033708.43,USD,2020-11-03,2020-11-03,Completed,REF-78557897,Participation processed under FAC-0030,P. Wilson,R. Williams
TXN-000176,OBL-00482,FAC-0021,Drawdown,450512221.13,USD,2021-03-16,2021-03-19,Cancelled,REF-30142683,Syndication processed under FAC-0021,A. Rodriguez,A. Rodriguez
TXN-000177,OBL-00491,FAC-0089,Repayment,12777020.74,USD,2021-04-04,2021-04-07,Failed,REF-16903019,Rollover processed under FAC-0089,D. Lee,C. Davis
TXN-000178,OBL-00267,FAC-0071,Rollover,49937966.91,USD,2022-06-22,2022-06-24,Completed,REF-42753017,Waiver processed under FAC-0071,M. Chen,R. Williams
TXN-000179,OBL-00119,FAC-0013,Repayment,351083042.31,USD,2022-07-22,2022-07-24,Cancelled,REF-42352710,Assignment processed under FAC-0013,K. Brown,R. Williams
TXN-000180,OBL-00041,FAC-0058,Assignment,128158552.75,USD,2021-12-21,2021-12-21,Failed,REF-40917031,Assignment processed under FAC-0058,K. Brown,M. Chen
TXN-000181,OBL-00292,FAC-0100,Syndication,219152637.24,USD,2020-09-13,2020-09-14,Cancelled,REF-88484532,Interest Payment processed under FAC-0100,P. Wilson,L. Johnson
TXN-000182,OBL-00408,FAC-0045,Repayment,30823206.37,USD,2021-08-10,2021-08-12,Pending,REF-66508695,Participation processed under FAC-0045,S. Patel,P. Wilson
TXN-000183,OBL-00254,FAC-0067,Assignment,110278044.57,USD,2023-07-19,2023-07-20,Completed,REF-32383617,Repayment processed under FAC-0067,K. Brown,L. Johnson
TXN-000184,OBL-00392,FAC-0032,Interest Payment,231946200.91,USD,2023-02-09,2023-02-12,Completed,REF-67904194,Drawdown processed under FAC-0032,S. Patel,A. Rodriguez
TXN-000185,OBL-00068,FAC-0060,Waiver,84093676.06,USD,2022-11-20,2022-11-23,Completed,REF-63998141,Participation processed under FAC-0060,M. Chen,L. Johnson
TXN-000186,OBL-00061,FAC-0095,Rollover,29212090.79,USD,2021-11-20,2021-11-22,Completed,REF-16071701,Repayment processed under FAC-0095,R. Williams,D. Lee
TXN-000187,OBL-00467,FAC-0008,Syndication,98575140.03,USD,2022-04-17,2022-04-20,Completed,REF-74036089,Interest Payment processed under FAC-0008,S. Patel,P. Wilson
TXN-000188,OBL-00470,FAC-0041,Drawdown,28623790.79,USD,2022-11-09,2022-11-09,Failed,REF-89597592,Waiver processed under FAC-0041,D. Lee,K. Brown
TXN-000189,OBL-00165,FAC-0044,Rollover,169268936.14,USD,2022-06-17,2022-06-18,Completed,REF-23005510,Fee Payment processed under FAC-0044,L. Johnson,D. Lee
TXN-000190,OBL-00175,FAC-0060,Syndication,95918989.17,USD,2020-04-08,2020-04-11,Completed,REF-33946564,Interest Payment processed under FAC-0060,J. Thompson,M. Chen
TXN-000191,OBL-00221,FAC-0052,Rollover,12898651.86,USD,2022-11-29,2022-12-01,Completed,REF-23350172,Waiver processed under FAC-0052,L. Johnson,S. Patel
TXN-000192,OBL-00061,FAC-0095,Fee Payment,24035881.92,USD,2021-08-12,2021-08-14,Completed,REF-48718971,Amendment processed under FAC-0095,P. Wilson,A. Rodriguez
TXN-000193,OBL-00474,FAC-0048,Fee Payment,40357820.25,USD,2021-04-19,2021-04-21,Failed,REF-78276312,Interest Payment processed under FAC-0048,J. Thompson,P. Wilson
TXN-000194,OBL-00463,FAC-0092,Drawdown,3951573.16,USD,2020-03-22,2020-03-23,Completed,REF-37265115,Amendment processed under FAC-0092,P. Wilson,K. Brown
TXN-000195,OBL-00375,FAC-0077,Amendment,102636558.58,USD,2022-06-30,2022-07-01,Completed,REF-26098153,Assignment processed under FAC-0077,K. Brown,D. Lee
TXN-000196,OBL-00135,FAC-0015,Repayment,122336634.61,USD,2020-06-26,2020-06-27,Completed,REF-20612203,Fee Payment processed under FAC-0015,A. Rodriguez,R. Williams
TXN-000197,OBL-00081,FAC-0061,Participation,122758786.43,USD,2022-11-04,2022-11-06,Cancelled,REF-19943990,Waiver processed under FAC-0061,J. Thompson,K. Brown
TXN-000198,OBL-00052,FAC-0019,Participation,170108266.65,USD,2023-12-15,2023-12-17,Cancelled,REF-94031142,Drawdown processed under FAC-0019,J. Thompson,M. Chen
TXN-000199,OBL-00071,FAC-0045,Fee Payment,283988763.95,USD,2023-04-15,2023-04-18,Cancelled,REF-36263497,Amendment processed under FAC-0045,D. Lee,S. Patel
TXN-000200,OBL-00249,FAC-0007,Fee Payment,124570265.0,USD,2021-01-18,2021-01-21,Cancelled,REF-21906683,Participation processed under FAC-0007,M. Chen,J. Thompson
TXN-000201,OBL-00223,FAC-0069,Fee Payment,122435363.25,USD,2020-05-17,2020-05-20,Cancelled,REF-33906194,Drawdown processed under FAC-0069,K. Brown,L. Johnson
TXN-000202,OBL-00315,FAC-0091,Assignment,324170737.33,USD,2022-02-17,2022-02-18,Failed,REF-98173123,Interest Payment processed under FAC-0091,L. Johnson,M. Chen
TXN-000203,OBL-00449,FAC-0022,Syndication,103493396.42,USD,2021-08-21,2021-08-24,Failed,REF-57932891,Participation processed under FAC-0022,D. Lee,L. Johnson
TXN-000204,OBL-00050,FAC-0046,Amendment,78686277.3,USD,2021-03-24,2021-03-24,Pending,REF-70018532,Waiver processed under FAC-0046,M. Chen,K. Brown
TXN-000205,OBL-00060,FAC-0042,Repayment,182267919.56,USD,2020-12-26,2020-12-29,Completed,REF-63430642,Interest Payment processed under FAC-0042,D. Lee,D. Lee
TXN-000206,OBL-00308,FAC-0097,Amendment,3817940.25,USD,2022-04-23,2022-04-24,Failed,REF-38871061,Syndication processed under FAC-0097,J. Thompson,C. Davis
TXN-000207,OBL-00396,FAC-0022,Syndication,127231300.76,USD,2021-10-23,2021-10-25,Pending,REF-69317732,Syndication processed under FAC-0022,K. Brown,L. Johnson
TXN-000208,OBL-00468,FAC-0034,Fee Payment,143547143.96,USD,2020-04-21,2020-04-23,Completed,REF-95398202,Drawdown processed under FAC-0034,L. Johnson,D. Lee
TXN-000209,OBL-00210,FAC-0025,Repayment,85220353.74,USD,2021-03-29,2021-03-30,Failed,REF-91973665,Waiver processed under FAC-0025,S. Patel,P. Wilson
TXN-000210,OBL-00277,FAC-0026,Repayment,128110753.81,USD,2020-02-10,2020-02-10,Cancelled,REF-54733168,Waiver processed under FAC-0026,C. Davis,A. Rodriguez
TXN-000211,OBL-00336,FAC-0051,Fee Payment,249377180.75,USD,2020-04-10,2020-04-11,Completed,REF-81900277,Syndication processed under FAC-0051,M. Chen,L. Johnson
TXN-000212,OBL-00411,FAC-0051,Fee Payment,47878674.59,USD,2020-11-26,2020-11-28,Failed,REF-43380451,Drawdown processed under FAC-0051,J. Thompson,J. Thompson
TXN-000213,OBL-00387,FAC-0076,Assignment,206691639.11,USD,2022-12-14,2022-12-14,Completed,REF-31064869,Amendment processed under FAC-0076,L. Johnson,J. Thompson
TXN-000214,OBL-00118,FAC-0060,Repayment,15942324.36,USD,2023-07-17,2023-07-18,Pending,REF-97949650,Syndication processed under FAC-0060,S. Patel,L. Johnson
TXN-000215,OBL-00442,FAC-0094,Syndication,9965700.44,USD,2020-06-22,2020-06-22,Completed,REF-11978608,Participation processed under FAC-0094,P. Wilson,S. Patel
TXN-000216,OBL-00049,FAC-0098,Rollover,9973561.47,USD,2024-02-16,2024-02-19,Completed,REF-53449866,Syndication processed under FAC-0098,C. Davis,J. Thompson
TXN-000217,OBL-00155,FAC-0024,Amendment,18757024.06,USD,2021-07-15,2021-07-18,Cancelled,REF-87336413,Assignment processed under FAC-0024,K. Brown,L. Johnson
TXN-000218,OBL-00220,FAC-0092,Participation,45198373.27,USD,2020-07-09,2020-07-10,Completed,REF-74874074,Amendment processed under FAC-0092,C. Davis,C. Davis
TXN-000219,OBL-00126,FAC-0086,Syndication,741912376.5,USD,2022-02-22,2022-02-22,Completed,REF-83360915,Repayment processed under FAC-0086,D. Lee,M. Chen
TXN-000220,OBL-00296,FAC-0039,Assignment,65966028.93,USD,2020-02-20,2020-02-23,Completed,REF-73995860,Rollover processed under FAC-0039,A. Rodriguez,L. Johnson
TXN-000221,OBL-00171,FAC-0091,Interest Payment,49786430.54,USD,2020-10-21,2020-10-21,Completed,REF-75741381,Rollover processed under FAC-0091,M. Chen,A. Rodriguez
TXN-000222,OBL-00073,FAC-0013,Rollover,285084718.4,USD,2022-04-05,2022-04-08,Completed,REF-17909847,Assignment processed under FAC-0013,L. Johnson,K. Brown
TXN-000223,OBL-00160,FAC-0010,Drawdown,104749740.27,USD,2024-02-25,2024-02-27,Completed,REF-85874940,Rollover processed under FAC-0010,K. Brown,J. Thompson
TXN-000224,OBL-00138,FAC-0052,Assignment,14094533.13,USD,2023-11-14,2023-11-15,Failed,REF-77084096,Waiver processed under FAC-0052,M. Chen,R. Williams
TXN-000225,OBL-00237,FAC-0004,Repayment,154740418.88,USD,2023-12-22,2023-12-25,Completed,REF-67136758,Repayment processed under FAC-0004,K. Brown,S. Patel
TXN-000226,OBL-00388,FAC-0009,Repayment,9925450.69,USD,2020-01-28,2020-01-29,Completed,REF-36490232,Assignment processed under FAC-0009,A. Rodriguez,J. Thompson
TXN-000227,OBL-00454,FAC-0078,Participation,28707781.4,USD,2022-05-18,2022-05-21,Pending,REF-28772414,Participation processed under FAC-0078,K. Brown,K. Brown
TXN-000228,OBL-00005,FAC-0072,Amendment,290079832.72,USD,2021-08-30,2021-08-30,Cancelled,REF-46387450,Participation processed under FAC-0072,R. Williams,P. Wilson
TXN-000229,OBL-00456,FAC-0038,Participation,80664607.6,USD,2022-01-31,2022-02-01,Cancelled,REF-37442403,Rollover processed under FAC-0038,R. Williams,C. Davis
TXN-000230,OBL-00310,FAC-0065,Waiver,44496677.42,USD,2021-05-29,2021-06-01,Cancelled,REF-28164926,Interest Payment processed under FAC-0065,C. Davis,D. Lee
TXN-000231,OBL-00006,FAC-0050,Assignment,117393827.08,USD,2021-10-12,2021-10-15,Completed,REF-10751945,Amendment processed under FAC-0050,M. Chen,M. Chen
TXN-000232,OBL-00356,FAC-0062,Drawdown,235284034.1,USD,2020-07-11,2020-07-14,Failed,REF-72907057,Rollover processed under FAC-0062,S. Patel,A. Rodriguez
TXN-000233,OBL-00180,FAC-0082,Drawdown,33557221.26,USD,2023-07-27,2023-07-28,Completed,REF-46853586,Amendment processed under FAC-0082,K. Brown,P. Wilson
TXN-000234,OBL-00374,FAC-0095,Syndication,138050515.53,USD,2021-09-18,2021-09-20,Completed,REF-85311217,Participation processed under FAC-0095,M. Chen,A. Rodriguez
TXN-000235,OBL-00304,FAC-0056,Amendment,104972770.46,USD,2020-11-08,2020-11-08,Completed,REF-45290889,Rollover processed under FAC-0056,A. Rodriguez,S. Patel
TXN-000236,OBL-00409,FAC-0055,Rollover,10153789.53,USD,2022-12-05,2022-12-08,Failed,REF-47210187,Rollover processed under FAC-0055,D. Lee,M. Chen
TXN-000237,OBL-00087,FAC-0075,Repayment,864797468.48,USD,2020-01-06,2020-01-07,Failed,REF-29661777,Interest Payment processed under FAC-0075,S. Patel,D. Lee
TXN-000238,OBL-00448,FAC-0031,Drawdown,27235920.71,USD,2020-01-01,2020-01-03,Completed,REF-78679917,Assignment processed under FAC-0031,K. Brown,D. Lee
TXN-000239,OBL-00168,FAC-0067,Syndication,201381177.36,USD,2021-09-11,2021-09-11,Pending,REF-61744941,Assignment processed under FAC-0067,R. Williams,L. Johnson
TXN-000240,OBL-00430,FAC-0011,Rollover,296248362.62,USD,2022-12-05,2022-12-07,Completed,REF-32295753,Amendment processed under FAC-0011,S. Patel,K. Brown
TXN-000241,OBL-00287,FAC-0047,Amendment,469621291.97,USD,2022-06-23,2022-06-26,Cancelled,REF-26138312,Participation processed under FAC-0047,K. Brown,R. Williams
TXN-000242,OBL-00092,FAC-0044,Waiver,97375166.17,USD,2020-02-21,2020-02-23,Cancelled,REF-66918776,Fee Payment processed under FAC-0044,P. Wilson,C. Davis
TXN-000243,OBL-00449,FAC-0022,Drawdown,79002976.96,USD,2021-01-26,2021-01-29,Completed,REF-69335049,Waiver processed under FAC-0022,C. Davis,M. Chen
TXN-000244,OBL-00003,FAC-0045,Waiver,49420411.37,USD,2023-04-15,2023-04-17,Completed,REF-77483781,Drawdown processed under FAC-0045,P. Wilson,L. Johnson
TXN-000245,OBL-00018,FAC-0072,Syndication,400467735.94,USD,2023-08-18,2023-08-20,Completed,REF-43962179,Amendment processed under FAC-0072,J. Thompson,P. Wilson
TXN-000246,OBL-00422,FAC-0065,Assignment,113954304.4,USD,2020-03-03,2020-03-06,Pending,REF-33323144,Assignment processed under FAC-0065,C. Davis,A. Rodriguez
TXN-000247,OBL-00020,FAC-0054,Interest Payment,106254127.1,USD,2022-01-26,2022-01-26,Cancelled,REF-33744145,Interest Payment processed under FAC-0054,A. Rodriguez,K. Brown
TXN-000248,OBL-00428,FAC-0083,Drawdown,6315058.25,USD,2020-09-01,2020-09-01,Completed,REF-23082934,Participation processed under FAC-0083,L. Johnson,M. Chen
TXN-000249,OBL-00336,FAC-0051,Waiver,229107611.77,USD,2023-06-11,2023-06-11,Cancelled,REF-32711457,Rollover processed under FAC-0051,R. Williams,C. Davis
TXN-000250,OBL-00008,FAC-0093,Drawdown,45042295.87,USD,2023-09-22,2023-09-25,Completed,REF-35895959,Participation processed under FAC-0093,S. Patel,L. Johnson
TXN-000251,OBL-00043,FAC-0084,Rollover,7395485.59,USD,2020-12-19,2020-12-22,Completed,REF-77842475,Syndication processed under FAC-0084,S. Patel,J. Thompson
TXN-000252,OBL-00160,FAC-0010,Assignment,14787714.87,USD,2021-07-14,2021-07-16,Failed,REF-21555506,Rollover processed under FAC-0010,D. Lee,A. Rodriguez
TXN-000253,OBL-00060,FAC-0042,Interest Payment,139050233.24,USD,2020-07-04,2020-07-05,Completed,REF-89342612,Drawdown processed under FAC-0042,S. Patel,J. Thompson
TXN-000254,OBL-00112,FAC-0099,Fee Payment,39856864.68,USD,2023-07-30,2023-08-01,Completed,REF-96210380,Fee Payment processed under FAC-0099,S. Patel,L. Johnson
TXN-000255,OBL-00028,FAC-0044,Interest Payment,33210347.77,USD,2022-02-15,2022-02-17,Failed,REF-52351193,Syndication processed under FAC-0044,M. Chen,M. Chen
TXN-000256,OBL-00140,FAC-0024,Amendment,503422212.64,USD,2021-02-12,2021-02-13,Cancelled,REF-69001888,Amendment processed under FAC-0024,A. Rodriguez,D. Lee
TXN-000257,OBL-00182,FAC-0091,Participation,189679684.58,USD,2023-03-31,2023-04-02,Pending,REF-94694930,Interest Payment processed under FAC-0091,J. Thompson,P. Wilson
TXN-000258,OBL-00198,FAC-0039,Syndication,68663317.5,USD,2020-11-14,2020-11-15,Completed,REF-96705723,Amendment processed under FAC-0039,M. Chen,R. Williams
TXN-000259,OBL-00359,FAC-0074,Fee Payment,10459806.16,USD,2022-10-28,2022-10-30,Completed,REF-39293679,Assignment processed under FAC-0074,L. Johnson,J. Thompson
TXN-000260,OBL-00473,FAC-0019,Assignment,162945649.78,USD,2020-08-24,2020-08-25,Failed,REF-53351112,Waiver processed under FAC-0019,P. Wilson,K. Brown
TXN-000261,OBL-00338,FAC-0008,Repayment,64743045.76,USD,2023-04-20,2023-04-20,Cancelled,REF-58168614,Drawdown processed under FAC-0008,S. Patel,K. Brown
TXN-000262,OBL-00244,FAC-0095,Repayment,108797233.26,USD,2021-11-16,2021-11-18,Completed,REF-58050555,Amendment processed under FAC-0095,S. Patel,D. Lee
TXN-000263,OBL-00280,FAC-0092,Rollover,179495686.83,USD,2021-01-16,2021-01-16,Pending,REF-89668254,Rollover processed under FAC-0092,K. Brown,K. Brown
TXN-000264,OBL-00243,FAC-0080,Rollover,464913934.21,USD,2021-05-13,2021-05-15,Completed,REF-74767783,Syndication processed under FAC-0080,L. Johnson,J. Thompson
TXN-000265,OBL-00498,FAC-0081,Amendment,77588807.37,USD,2021-04-24,2021-04-24,Failed,REF-63787771,Rollover processed under FAC-0081,J. Thompson,S. Patel
TXN-000266,OBL-00263,FAC-0077,Participation,161160422.96,USD,2020-12-06,2020-12-08,Completed,REF-86234095,Interest Payment processed under FAC-0077,S. Patel,R. Williams
TXN-000267,OBL-00404,FAC-0009,Interest Payment,4772625.83,USD,2020-04-20,2020-04-20,Completed,REF-71567486,Syndication processed under FAC-0009,S. Patel,D. Lee
TXN-000268,OBL-00001,FAC-0092,Interest Payment,51255580.85,USD,2023-09-10,2023-09-11,Completed,REF-51275542,Repayment processed under FAC-0092,S. Patel,M. Chen
TXN-000269,OBL-00440,FAC-0094,Fee Payment,9140889.05,USD,2021-02-20,2021-02-23,Completed,REF-84537577,Waiver processed under FAC-0094,J. Thompson,D. Lee
TXN-000270,OBL-00082,FAC-0039,Syndication,16218954.68,USD,2021-12-06,2021-12-06,Cancelled,REF-38520176,Assignment processed under FAC-0039,K. Brown,D. Lee
TXN-000271,OBL-00362,FAC-0016,Waiver,15816080.62,USD,2021-05-12,2021-05-12,Completed,REF-63671462,Waiver processed under FAC-0016,L. Johnson,K. Brown
TXN-000272,OBL-00306,FAC-0054,Rollover,82617192.33,USD,2022-03-17,2022-03-17,Completed,REF-39755270,Rollover processed under FAC-0054,S. Patel,M. Chen
TXN-000273,OBL-00189,FAC-0099,Drawdown,246800797.6,USD,2022-01-11,2022-01-13,Failed,REF-90419261,Syndication processed under FAC-0099,A. Rodriguez,M. Chen
TXN-000274,OBL-00071,FAC-0045,Amendment,14418044.84,USD,2022-10-20,2022-10-21,Pending,REF-22462163,Waiver processed under FAC-0045,K. Brown,S. Patel
TXN-000275,OBL-00218,FAC-0006,Assignment,47054362.46,USD,2020-11-04,2020-11-06,Completed,REF-45033443,Syndication processed under FAC-0006,S. Patel,S. Patel
TXN-000276,OBL-00204,FAC-0017,Repayment,27011614.21,USD,2023-10-29,2023-10-29,Completed,REF-23610361,Syndication processed under FAC-0017,J. Thompson,S. Patel
TXN-000277,OBL-00164,FAC-0068,Drawdown,66828002.78,USD,2020-09-20,2020-09-23,Pending,REF-97753863,Syndication processed under FAC-0068,K. Brown,J. Thompson
TXN-000278,OBL-00156,FAC-0051,Repayment,21724594.55,USD,2022-05-20,2022-05-22,Failed,REF-70434208,Participation processed under FAC-0051,R. Williams,D. Lee
TXN-000279,OBL-00365,FAC-0019,Interest Payment,53796138.71,USD,2021-11-17,2021-11-19,Pending,REF-81365126,Syndication processed under FAC-0019,A. Rodriguez,S. Patel
TXN-000280,OBL-00004,FAC-0045,Rollover,38119810.94,USD,2021-11-21,2021-11-23,Cancelled,REF-71067638,Syndication processed under FAC-0045,J. Thompson,D. Lee
TXN-000281,OBL-00145,FAC-0089,Assignment,39578595.07,USD,2020-03-22,2020-03-22,Completed,REF-16720752,Rollover processed under FAC-0089,R. Williams,L. Johnson
TXN-000282,OBL-00218,FAC-0006,Drawdown,115973111.67,USD,2021-11-22,2021-11-24,Failed,REF-45867744,Interest Payment processed under FAC-0006,L. Johnson,R. Williams
TXN-000283,OBL-00214,FAC-0045,Drawdown,56436267.36,USD,2020-02-05,2020-02-08,Failed,REF-24989876,Waiver processed under FAC-0045,J. Thompson,C. Davis
TXN-000284,OBL-00379,FAC-0097,Participation,6190718.81,USD,2022-03-22,2022-03-23,Completed,REF-26918765,Interest Payment processed under FAC-0097,D. Lee,K. Brown
TXN-000285,OBL-00458,FAC-0041,Rollover,354968076.06,USD,2021-07-16,2021-07-18,Completed,REF-80270865,Rollover processed under FAC-0041,D. Lee,J. Thompson
